,time,tail_number,location,speed,soc,flight_direction,event,latitude,longitude,altitude
0,1686873600000,aircraft0,LAX_PARK110,0.0,80.0,DTLA_LAX,agent_creation,33.9480838281128,-118.374584399349,0.0
1,1686873600001,aircraft1,LAX_PARK19,0.0,80.0,DTLA_LAX,agent_creation,33.9482109672371,-118.374104950904,0.0
2,1686873600002,aircraft2,LAX_PARK18,0.0,80.0,DTLA_LAX,agent_creation,33.9480873219462,-118.373636486709,0.0
3,1686873600003,aircraft3,LAX_PARK17,0.0,80.0,DTLA_LAX,agent_creation,33.9478228583554,-118.373455030273,0.0
4,1686873600004,aircraft4,LAX_PARK16,0.0,80.0,DTLA_LAX,agent_creation,33.9475600077873,-118.373476475657,0.0
5,1686873600005,aircraft5,LAX_PARK15,0.0,80.0,DTLA_LAX,agent_creation,33.9473739535157,-118.373789589065,0.0
6,1686873600006,aircraft6,LAX_PARK14,0.0,80.0,DTLA_LAX,agent_creation,33.947282463311,-118.374062343302,0.0
7,1686873600007,aircraft7,DTLA_PARK110,0.0,80.0,LAX_DTLA,agent_creation,34.0459507853893,-118.267114419489,203.3
8,1686873600008,aircraft8,DTLA_PARK19,0.0,80.0,LAX_DTLA,agent_creation,34.0458116181617,-118.267477108782,203.3
9,1686873600009,aircraft9,DTLA_PARK18,0.0,80.0,LAX_DTLA,agent_creation,34.0456240445805,-118.267528226065,203.3
10,1686873600010,aircraft10,DTLA_PARK17,0.0,80.0,LAX_DTLA,agent_creation,34.04539,-118.26716,203.3
11,1686873600011,aircraft11,DTLA_PARK16,0.0,80.0,LAX_DTLA,agent_creation,34.04535,-118.26695,203.3
12,1686873600012,aircraft12,DTLA_PARK15,0.0,80.0,LAX_DTLA,agent_creation,34.0455564042085,-118.267367222619,203.3
13,1686873600013,aircraft13,DTLA_PARK14,0.0,80.0,LAX_DTLA,agent_creation,34.0453990566845,-118.266788445842,203.3
14,1686873789006,aircraft0,LAX_PARK110,0.0,80.0,LAX_DTLA,aircraft_allocation,33.9480838281128,-118.374584399349,0.0
15,1686873909000,aircraft0,LAX_PARK110,0.0,80.0,LAX_DTLA,pushback,33.9480838281128,-118.374584399349,0.0
16,1686873939518,aircraft0,LAX_FATO1,0.0,80.0,LAX_DTLA,fato_arrival,33.9477885,-118.3740864,0.0
17,1686873954518,aircraft0,LAX_hover_fix,0.0,78.79,LAX_DTLA,hover_climb_end,33.9478739,-118.3742032,15.0
18,1686873974518,aircraft0,LAX_departure_fix,18.0,77.78,LAX_DTLA,climb_transition_end,33.94879309,-118.3579396,45.72
19,1686873994518,aircraft0,LAX_DTLA_waypoint_1,45.0,77.07000000000001,LAX_DTLA,climb_end,33.95019761,-118.3466731,106.68
20,1686874022518,aircraft0,LAX_DTLA_waypoint_2,56.0,76.64,LAX_DTLA,cruise,33.95238414,-118.3291335,274.32
21,1686874091518,aircraft0,LAX_DTLA_waypoint_3,67.0,75.39,LAX_DTLA,cruise,33.9583914,-118.2782469,274.32
22,1686874184518,aircraft0,LAX_DTLA_waypoint_4,67.0,73.71,LAX_DTLA,cruise,34.0144737,-118.277665,274.32
23,1686874194518,aircraft0,DTLA_holding_unit,67.0,73.52999999999999,LAX_DTLA,cruise,34.0198109,-118.2739834,274.32
24,1686874207518,aircraft0,DTLA_descend_waypoint,67.0,73.28999999999999,LAX_DTLA,cruise,34.0275555,-118.2710585,160.0
25,1686874237518,aircraft0,DTLA_approach_fix,36.0,73.21,LAX_DTLA,final_approach_fix_arrival,34.0367875,-118.2713117,45.75
26,1686874242518,aircraft0,DTLA_hover_fix,0.0,73.02,LAX_DTLA,hover_fix_arrival,34.04320262,-118.2695702,25.0
27,1686874265006,aircraft1,LAX_PARK19,0.0,80.0,LAX_DTLA,aircraft_allocation,33.9482109672371,-118.374104950904,0.0
28,1686874366518,aircraft0,DTLA_FATO1,0.0,62.959999999999994,LAX_DTLA,landed,34.0456252502567,-118.266982925834,203.3
29,1686874366519,aircraft0,DTLA_FATO1,0.0,62.959999999999994,LAX_DTLA,ready_for_taxi_in,34.0456252502567,-118.266982925834,203.3
30,1686874385000,aircraft1,LAX_PARK19,0.0,80.0,LAX_DTLA,pushback,33.9482109672371,-118.374104950904,0.0
31,1686874397036,aircraft0,DTLA_PARK11,0.0,62.959999999999994,LAX_DTLA,parked,34.0458930008763,-118.266785184232,203.3
32,1686874415518,aircraft1,LAX_FATO1,0.0,80.0,LAX_DTLA,fato_arrival,33.9477885,-118.3740864,0.0
33,1686874430518,aircraft1,LAX_hover_fix,0.0,78.79,LAX_DTLA,hover_climb_end,33.9478739,-118.3742032,15.0
34,1686874450518,aircraft1,LAX_departure_fix,18.0,77.78,LAX_DTLA,climb_transition_end,33.94879309,-118.3579396,45.72
35,1686874470518,aircraft1,LAX_DTLA_waypoint_1,45.0,77.07000000000001,LAX_DTLA,climb_end,33.95019761,-118.3466731,106.68
36,1686874498518,aircraft1,LAX_DTLA_waypoint_2,56.0,76.64,LAX_DTLA,cruise,33.95238414,-118.3291335,274.32
37,1686874500002,aircraft7,DTLA_PARK110,0.0,80.0,DTLA_LAX,aircraft_allocation,34.0459507853893,-118.267114419489,203.3
38,1686874507006,aircraft2,LAX_PARK18,0.0,80.0,LAX_DTLA,aircraft_allocation,33.9480873219462,-118.373636486709,0.0
39,1686874567518,aircraft1,LAX_DTLA_waypoint_3,67.0,75.39,LAX_DTLA,cruise,33.9583914,-118.2782469,274.32
40,1686874620000,aircraft7,DTLA_PARK110,0.0,80.0,DTLA_LAX,pushback,34.0459507853893,-118.267114419489,203.3
41,1686874627000,aircraft2,LAX_PARK18,0.0,80.0,LAX_DTLA,pushback,33.9480873219462,-118.373636486709,0.0
42,1686874650518,aircraft7,DTLA_FATO1,0.0,80.0,DTLA_LAX,fato_arrival,34.0456252502567,-118.266982925834,203.3
43,1686874657518,aircraft2,LAX_FATO1,0.0,80.0,LAX_DTLA,fato_arrival,33.9477885,-118.3740864,0.0
44,1686874660518,aircraft1,LAX_DTLA_waypoint_4,67.0,73.71,LAX_DTLA,cruise,34.0144737,-118.277665,274.32
45,1686874670518,aircraft1,DTLA_holding_unit,67.0,73.52999999999999,LAX_DTLA,cruise,34.0198109,-118.2739834,274.32
46,1686874672518,aircraft2,LAX_hover_fix,0.0,78.79,LAX_DTLA,hover_climb_end,33.9478739,-118.3742032,15.0
47,1686874683518,aircraft1,DTLA_descend_waypoint,67.0,73.28999999999999,LAX_DTLA,cruise,34.0275555,-118.2710585,160.0
48,1686874692518,aircraft2,LAX_departure_fix,18.0,77.78,LAX_DTLA,climb_transition_end,33.94879309,-118.3579396,45.72
49,1686874712518,aircraft2,LAX_DTLA_waypoint_1,45.0,77.07000000000001,LAX_DTLA,climb_end,33.95019761,-118.3466731,106.68
50,1686874713518,aircraft1,DTLA_approach_fix,36.0,73.21,LAX_DTLA,final_approach_fix_arrival,34.0367875,-118.2713117,45.75
51,1686874740518,aircraft2,LAX_DTLA_waypoint_2,56.0,76.64,LAX_DTLA,cruise,33.95238414,-118.3291335,274.32
52,1686874770006,aircraft3,LAX_PARK17,0.0,80.0,LAX_DTLA,aircraft_allocation,33.9478228583554,-118.373455030273,0.0
53,1686874774518,aircraft7,DTLA_hover_fix,0.0,70.86,DTLA_LAX,hover_climb_end,34.04320262,-118.2695702,25.0
54,1686874788518,aircraft7,DTLA_departure_fix,18.0,70.23,DTLA_LAX,climb_transition_end,34.036295,-118.2773921,45.75
55,1686874793518,aircraft1,DTLA_hover_fix,0.0,73.02,LAX_DTLA,hover_fix_arrival,34.04320262,-118.2695702,25.0
56,1686874809518,aircraft2,LAX_DTLA_waypoint_3,67.0,75.39,LAX_DTLA,cruise,33.9583914,-118.2782469,274.32
57,1686874825518,aircraft7,DTLA_LAX_climb_waypoint,45.0,69.12,DTLA_LAX,climb_end,34.0279371,-118.2781647,160.0
58,1686874854518,aircraft7,DTLA_LAX_waypoint_1,56.0,68.72,DTLA_LAX,cruise,34.0138519,-118.2836578,274.32
59,1686874890000,aircraft3,LAX_PARK17,0.0,80.0,LAX_DTLA,pushback,33.9478228583554,-118.373455030273,0.0
60,1686874902518,aircraft2,LAX_DTLA_waypoint_4,67.0,73.71,LAX_DTLA,cruise,34.0144737,-118.277665,274.32
61,1686874912518,aircraft2,DTLA_holding_unit,67.0,73.52999999999999,LAX_DTLA,cruise,34.0198109,-118.2739834,274.32
62,1686874917518,aircraft1,DTLA_FATO1,0.0,62.959999999999994,LAX_DTLA,landed,34.0456252502567,-118.266982925834,203.3
63,1686874917519,aircraft1,DTLA_FATO1,0.0,62.959999999999994,LAX_DTLA,ready_for_taxi_in,34.0456252502567,-118.266982925834,203.3
64,1686874920518,aircraft3,LAX_FATO1,0.0,80.0,LAX_DTLA,fato_arrival,33.9477885,-118.3740864,0.0
65,1686874922518,aircraft7,DTLA_LAX_waypoint_2,67.0,67.6,DTLA_LAX,cruise,33.9728614,-118.2831428,274.32
66,1686874925518,aircraft2,DTLA_descend_waypoint,67.0,73.28999999999999,LAX_DTLA,cruise,34.0275555,-118.2710585,160.0
67,1686874935518,aircraft3,LAX_hover_fix,0.0,78.79,LAX_DTLA,hover_climb_end,33.9478739,-118.3742032,15.0
68,1686874947491,aircraft1,DTLA_PARK12,0.0,62.959999999999994,LAX_DTLA,parked,34.0458,-118.26668,203.3
69,1686874955518,aircraft2,DTLA_approach_fix,36.0,73.21,LAX_DTLA,final_approach_fix_arrival,34.0367875,-118.2713117,45.75
70,1686874955519,aircraft3,LAX_departure_fix,18.0,77.78,LAX_DTLA,climb_transition_end,33.94879309,-118.3579396,45.72
71,1686874960518,aircraft2,DTLA_hover_fix,0.0,73.02,LAX_DTLA,hover_fix_arrival,34.04320262,-118.2695702,25.0
72,1686874975518,aircraft3,LAX_DTLA_waypoint_1,45.0,77.07000000000001,LAX_DTLA,climb_end,33.95019761,-118.3466731,106.68
73,1686874989518,aircraft7,DTLA_LAX_waypoint_3,67.0,66.5,DTLA_LAX,cruise,33.9597817,-118.3289406,274.32
74,1686875003518,aircraft3,LAX_DTLA_waypoint_2,56.0,76.64,LAX_DTLA,cruise,33.95238414,-118.3291335,274.32
75,1686875019518,aircraft7,LAX_holding_unit,67.0,66.01,DTLA_LAX,cruise,33.9545135,-118.3495399,274.32
76,1686875026518,aircraft7,DTLA_LAX_descend_waypoint_3,67.0,65.9,DTLA_LAX,cruise,33.9528049,-118.3541748,106.68
77,1686875042518,aircraft7,LAX_approach_fix,36.0,65.88000000000001,DTLA_LAX,final_approach_fix_arrival,33.9512385,-118.3586381,45.72
78,1686875050518,aircraft7,LAX_hover_fix,0.0,65.60000000000001,DTLA_LAX,hover_fix_arrival,33.9478739,-118.3742032,15.0
79,1686875065518,aircraft7,LAX_FATO1,0.0,64.50000000000001,DTLA_LAX,landed,33.9477885,-118.3740864,0.0
80,1686875065519,aircraft7,LAX_FATO1,0.0,64.50000000000001,DTLA_LAX,ready_for_taxi_in,33.9477885,-118.3740864,0.0
81,1686875072518,aircraft3,LAX_DTLA_waypoint_3,67.0,75.39,LAX_DTLA,cruise,33.9583914,-118.2782469,274.32
82,1686875084518,aircraft2,DTLA_FATO1,0.0,62.959999999999994,LAX_DTLA,landed,34.0456252502567,-118.266982925834,203.3
83,1686875084519,aircraft2,DTLA_FATO1,0.0,62.959999999999994,LAX_DTLA,ready_for_taxi_in,34.0456252502567,-118.266982925834,203.3
84,1686875096036,aircraft7,LAX_PARK11,0.0,64.50000000000001,DTLA_LAX,parked,33.947787103512,-118.374761898658,0.0
85,1686875114491,aircraft2,DTLA_PARK13,0.0,62.959999999999994,LAX_DTLA,parked,34.04567,-118.26662,203.3
86,1686875165518,aircraft3,LAX_DTLA_waypoint_4,67.0,73.71,LAX_DTLA,cruise,34.0144737,-118.277665,274.32
87,1686875175518,aircraft3,DTLA_holding_unit,67.0,73.52999999999999,LAX_DTLA,cruise,34.0198109,-118.2739834,274.32
88,1686875188518,aircraft3,DTLA_descend_waypoint,67.0,73.28999999999999,LAX_DTLA,cruise,34.0275555,-118.2710585,160.0
89,1686875200006,aircraft4,LAX_PARK16,0.0,80.0,LAX_DTLA,aircraft_allocation,33.9475600077873,-118.373476475657,0.0
90,1686875218518,aircraft3,DTLA_approach_fix,36.0,73.21,LAX_DTLA,final_approach_fix_arrival,34.0367875,-118.2713117,45.75
91,1686875223518,aircraft3,DTLA_hover_fix,0.0,73.02,LAX_DTLA,hover_fix_arrival,34.04320262,-118.2695702,25.0
92,1686875320000,aircraft4,LAX_PARK16,0.0,80.0,LAX_DTLA,pushback,33.9475600077873,-118.373476475657,0.0
93,1686875347518,aircraft3,DTLA_FATO1,0.0,62.959999999999994,LAX_DTLA,landed,34.0456252502567,-118.266982925834,203.3
94,1686875347519,aircraft3,DTLA_FATO1,0.0,62.959999999999994,LAX_DTLA,ready_for_taxi_in,34.0456252502567,-118.266982925834,203.3
95,1686875350518,aircraft4,LAX_FATO1,0.0,80.0,LAX_DTLA,fato_arrival,33.9477885,-118.3740864,0.0
96,1686875365518,aircraft4,LAX_hover_fix,0.0,78.79,LAX_DTLA,hover_climb_end,33.9478739,-118.3742032,15.0
97,1686875378036,aircraft3,DTLA_PARK110,0.0,62.959999999999994,LAX_DTLA,parked,34.0459507853893,-118.267114419489,203.3
98,1686875385518,aircraft4,LAX_departure_fix,18.0,77.78,LAX_DTLA,climb_transition_end,33.94879309,-118.3579396,45.72
99,1686875396037,aircraft8,DTLA_PARK19,0.0,80.0,DTLA_LAX,aircraft_allocation,34.0458116181617,-118.267477108782,203.3
100,1686875405518,aircraft4,LAX_DTLA_waypoint_1,45.0,77.07000000000001,LAX_DTLA,climb_end,33.95019761,-118.3466731,106.68
101,1686875433518,aircraft4,LAX_DTLA_waypoint_2,56.0,76.64,LAX_DTLA,cruise,33.95238414,-118.3291335,274.32
102,1686875502518,aircraft4,LAX_DTLA_waypoint_3,67.0,75.39,LAX_DTLA,cruise,33.9583914,-118.2782469,274.32
103,1686875507006,aircraft5,LAX_PARK15,0.0,80.0,LAX_DTLA,aircraft_allocation,33.9473739535157,-118.373789589065,0.0
104,1686875516036,aircraft8,DTLA_PARK19,0.0,80.0,DTLA_LAX,pushback,34.0458116181617,-118.267477108782,203.3
105,1686875546554,aircraft8,DTLA_FATO1,0.0,80.0,DTLA_LAX,fato_arrival,34.0456252502567,-118.266982925834,203.3
106,1686875595518,aircraft4,LAX_DTLA_waypoint_4,67.0,73.71,LAX_DTLA,cruise,34.0144737,-118.277665,274.32
107,1686875605518,aircraft4,DTLA_holding_unit,67.0,73.52999999999999,LAX_DTLA,cruise,34.0198109,-118.2739834,274.32
108,1686875618518,aircraft4,DTLA_descend_waypoint,67.0,73.28999999999999,LAX_DTLA,cruise,34.0275555,-118.2710585,160.0
109,1686875627000,aircraft5,LAX_PARK15,0.0,80.0,LAX_DTLA,pushback,33.9473739535157,-118.373789589065,0.0
110,1686875648518,aircraft4,DTLA_approach_fix,36.0,73.21,LAX_DTLA,final_approach_fix_arrival,34.0367875,-118.2713117,45.75
111,1686875657518,aircraft5,LAX_FATO1,0.0,80.0,LAX_DTLA,fato_arrival,33.9477885,-118.3740864,0.0
112,1686875670554,aircraft8,DTLA_hover_fix,0.0,71.32,DTLA_LAX,hover_climb_end,34.04320262,-118.2695702,25.0
113,1686875672518,aircraft5,LAX_hover_fix,0.0,78.79,LAX_DTLA,hover_climb_end,33.9478739,-118.3742032,15.0
114,1686875684554,aircraft8,DTLA_departure_fix,18.0,70.72999999999999,DTLA_LAX,climb_transition_end,34.036295,-118.2773921,45.75
115,1686875689554,aircraft4,DTLA_hover_fix,0.0,73.02,LAX_DTLA,hover_fix_arrival,34.04320262,-118.2695702,25.0
116,1686875692518,aircraft5,LAX_departure_fix,18.0,77.78,LAX_DTLA,climb_transition_end,33.94879309,-118.3579396,45.72
117,1686875712518,aircraft5,LAX_DTLA_waypoint_1,45.0,77.07000000000001,LAX_DTLA,climb_end,33.95019761,-118.3466731,106.68
118,1686875721554,aircraft8,DTLA_LAX_climb_waypoint,45.0,69.71,DTLA_LAX,climb_end,34.0279371,-118.2781647,160.0
119,1686875740518,aircraft5,LAX_DTLA_waypoint_2,56.0,76.64,LAX_DTLA,cruise,33.95238414,-118.3291335,274.32
120,1686875748006,aircraft6,LAX_PARK14,0.0,80.0,LAX_DTLA,aircraft_allocation,33.947282463311,-118.374062343302,0.0
121,1686875750554,aircraft8,DTLA_LAX_waypoint_1,56.0,69.33,DTLA_LAX,cruise,34.0138519,-118.2836578,274.32
122,1686875809518,aircraft5,LAX_DTLA_waypoint_3,67.0,75.39,LAX_DTLA,cruise,33.9583914,-118.2782469,274.32
123,1686875813554,aircraft4,DTLA_FATO1,0.0,62.959999999999994,LAX_DTLA,landed,34.0456252502567,-118.266982925834,203.3
124,1686875813555,aircraft4,DTLA_FATO1,0.0,62.959999999999994,LAX_DTLA,ready_for_taxi_in,34.0456252502567,-118.266982925834,203.3
125,1686875818554,aircraft8,DTLA_LAX_waypoint_2,67.0,68.27,DTLA_LAX,cruise,33.9728614,-118.2831428,274.32
126,1686875844072,aircraft4,DTLA_PARK19,0.0,62.959999999999994,LAX_DTLA,parked,34.0458116181617,-118.267477108782,203.3
127,1686875868000,aircraft6,LAX_PARK14,0.0,80.0,LAX_DTLA,pushback,33.947282463311,-118.374062343302,0.0
128,1686875885554,aircraft8,DTLA_LAX_waypoint_3,67.0,67.22999999999999,DTLA_LAX,cruise,33.9597817,-118.3289406,274.32
129,1686875898518,aircraft6,LAX_FATO1,0.0,80.0,LAX_DTLA,fato_arrival,33.9477885,-118.3740864,0.0
130,1686875902518,aircraft5,LAX_DTLA_waypoint_4,67.0,73.71,LAX_DTLA,cruise,34.0144737,-118.277665,274.32
131,1686875912518,aircraft5,DTLA_holding_unit,67.0,73.52999999999999,LAX_DTLA,cruise,34.0198109,-118.2739834,274.32
132,1686875913518,aircraft6,LAX_hover_fix,0.0,78.79,LAX_DTLA,hover_climb_end,33.9478739,-118.3742032,15.0
133,1686875915554,aircraft8,LAX_holding_unit,67.0,66.75999999999999,DTLA_LAX,cruise,33.9545135,-118.3495399,274.32
134,1686875922554,aircraft8,DTLA_LAX_descend_waypoint_3,67.0,66.64999999999999,DTLA_LAX,cruise,33.9528049,-118.3541748,106.68
135,1686875925518,aircraft5,DTLA_descend_waypoint,67.0,73.28999999999999,LAX_DTLA,cruise,34.0275555,-118.2710585,160.0
136,1686875933518,aircraft6,LAX_departure_fix,18.0,77.78,LAX_DTLA,climb_transition_end,33.94879309,-118.3579396,45.72
137,1686875938554,aircraft8,LAX_approach_fix,36.0,66.63999999999999,DTLA_LAX,final_approach_fix_arrival,33.9512385,-118.3586381,45.72
138,1686875946554,aircraft8,LAX_hover_fix,0.0,66.36999999999999,DTLA_LAX,hover_fix_arrival,33.9478739,-118.3742032,15.0
139,1686875953518,aircraft6,LAX_DTLA_waypoint_1,45.0,77.07000000000001,LAX_DTLA,climb_end,33.95019761,-118.3466731,106.68
140,1686875961554,aircraft8,LAX_FATO1,0.0,65.32999999999998,DTLA_LAX,landed,33.9477885,-118.3740864,0.0
141,1686875961555,aircraft8,LAX_FATO1,0.0,65.32999999999998,DTLA_LAX,ready_for_taxi_in,33.9477885,-118.3740864,0.0
142,1686875981518,aircraft6,LAX_DTLA_waypoint_2,56.0,76.64,LAX_DTLA,cruise,33.95238414,-118.3291335,274.32
143,1686875992072,aircraft8,LAX_PARK12,0.0,65.32999999999998,DTLA_LAX,parked,33.9475342083876,-118.374679974959,0.0
144,1686876047008,aircraft7,LAX_PARK11,0.0,64.50000000000001,LAX_DTLA,aircraft_allocation,33.947787103512,-118.374761898658,0.0
145,1686876050518,aircraft6,LAX_DTLA_waypoint_3,67.0,75.39,LAX_DTLA,cruise,33.9583914,-118.2782469,274.32
146,1686876143518,aircraft6,LAX_DTLA_waypoint_4,67.0,73.71,LAX_DTLA,cruise,34.0144737,-118.277665,274.32
147,1686876153518,aircraft6,DTLA_holding_unit,67.0,73.52999999999999,LAX_DTLA,cruise,34.0198109,-118.2739834,274.32
148,1686876166518,aircraft6,DTLA_descend_waypoint,67.0,73.28999999999999,DTLA_LAX,cruise,34.0275555,-118.2710585,160.0
149,1686876166519,aircraft9,DTLA_PARK18,0.0,80.0,DTLA_LAX,aircraft_allocation,34.0456240445805,-118.267528226065,203.3
150,1686876167000,aircraft7,LAX_PARK11,0.0,64.50000000000001,LAX_DTLA,pushback,33.947787103512,-118.374761898658,0.0
151,1686876197518,aircraft7,LAX_FATO1,0.0,64.50000000000001,LAX_DTLA,fato_arrival,33.9477885,-118.3740864,0.0
152,1686876212518,aircraft7,LAX_hover_fix,0.0,63.29000000000001,LAX_DTLA,hover_climb_end,33.9478739,-118.3742032,15.0
153,1686876232518,aircraft7,LAX_departure_fix,18.0,62.280000000000015,LAX_DTLA,climb_transition_end,33.94879309,-118.3579396,45.72
154,1686876252518,aircraft7,LAX_DTLA_waypoint_1,45.0,61.58000000000001,LAX_DTLA,climb_end,33.95019761,-118.3466731,106.68
155,1686876280518,aircraft7,LAX_DTLA_waypoint_2,56.0,61.15000000000001,LAX_DTLA,cruise,33.95238414,-118.3291335,274.32
156,1686876286518,aircraft9,DTLA_PARK18,0.0,80.0,DTLA_LAX,pushback,34.0456240445805,-118.267528226065,203.3
157,1686876316518,aircraft5,DTLA_approach_fix,36.0,73.21,LAX_DTLA,final_approach_fix_arrival,34.0367875,-118.2713117,45.75
158,1686876317036,aircraft9,DTLA_FATO1,0.0,80.0,DTLA_LAX,fato_arrival,34.0456252502567,-118.266982925834,203.3
159,1686876349518,aircraft7,LAX_DTLA_waypoint_3,67.0,59.90000000000001,LAX_DTLA,cruise,33.9583914,-118.2782469,274.32
160,1686876441036,aircraft9,DTLA_hover_fix,0.0,70.41,DTLA_LAX,hover_climb_end,34.04320262,-118.2695702,25.0
161,1686876442518,aircraft7,LAX_DTLA_waypoint_4,67.0,58.22000000000001,LAX_DTLA,cruise,34.0144737,-118.277665,274.32
162,1686876452518,aircraft7,DTLA_holding_unit,67.0,58.04000000000001,LAX_DTLA,cruise,34.0198109,-118.2739834,274.32
163,1686876455036,aircraft9,DTLA_departure_fix,18.0,69.75,DTLA_LAX,climb_transition_end,34.036295,-118.2773921,45.75
164,1686876460036,aircraft5,DTLA_hover_fix,0.0,73.02,LAX_DTLA,hover_fix_arrival,34.04320262,-118.2695702,25.0
165,1686876465518,aircraft7,DTLA_descend_waypoint,67.0,57.80000000000001,LAX_DTLA,cruise,34.0275555,-118.2710585,160.0
166,1686876465519,aircraft10,DTLA_PARK17,0.0,80.0,DTLA_LAX,aircraft_allocation,34.04539,-118.26716,203.3
167,1686876492036,aircraft9,DTLA_LAX_climb_waypoint,45.0,68.56,DTLA_LAX,climb_end,34.0279371,-118.2781647,160.0
168,1686876504006,aircraft8,LAX_PARK12,0.0,65.32999999999998,LAX_DTLA,aircraft_allocation,33.9475342083876,-118.374679974959,0.0
169,1686876521036,aircraft9,DTLA_LAX_waypoint_1,56.0,68.14,DTLA_LAX,cruise,34.0138519,-118.2836578,274.32
170,1686876584036,aircraft5,DTLA_FATO1,0.0,62.959999999999994,LAX_DTLA,landed,34.0456252502567,-118.266982925834,203.3
171,1686876584037,aircraft5,DTLA_FATO1,0.0,62.959999999999994,LAX_DTLA,ready_for_taxi_in,34.0456252502567,-118.266982925834,203.3
172,1686876585518,aircraft10,DTLA_PARK17,0.0,80.0,DTLA_LAX,pushback,34.04539,-118.26716,203.3
173,1686876589036,aircraft9,DTLA_LAX_waypoint_2,67.0,66.96,DTLA_LAX,cruise,33.9728614,-118.2831428,274.32
174,1686876614554,aircraft5,DTLA_PARK18,0.0,62.959999999999994,LAX_DTLA,parked,34.0456240445805,-118.267528226065,203.3
175,1686876615518,aircraft6,DTLA_approach_fix,36.0,67.89999999999999,LAX_DTLA,final_approach_fix_arrival,34.0367875,-118.2713117,45.75
176,1686876616036,aircraft10,DTLA_FATO1,0.0,80.0,DTLA_LAX,fato_arrival,34.0456252502567,-118.266982925834,203.3
177,1686876624000,aircraft8,LAX_PARK12,0.0,65.32999999999998,LAX_DTLA,pushback,33.9475342083876,-118.374679974959,0.0
178,1686876654518,aircraft8,LAX_FATO1,0.0,65.32999999999998,LAX_DTLA,fato_arrival,33.9477885,-118.3740864,0.0
179,1686876656036,aircraft9,DTLA_LAX_waypoint_3,67.0,65.8,DTLA_LAX,cruise,33.9597817,-118.3289406,274.32
180,1686876669518,aircraft8,LAX_hover_fix,0.0,64.11999999999999,LAX_DTLA,hover_climb_end,33.9478739,-118.3742032,15.0
181,1686876686036,aircraft9,LAX_holding_unit,67.0,65.28,DTLA_LAX,cruise,33.9545135,-118.3495399,274.32
182,1686876689518,aircraft8,LAX_departure_fix,18.0,63.10999999999999,LAX_DTLA,climb_transition_end,33.94879309,-118.3579396,45.72
183,1686876693036,aircraft9,DTLA_LAX_descend_waypoint_3,67.0,65.16,DTLA_LAX,cruise,33.9528049,-118.3541748,106.68
184,1686876709036,aircraft9,LAX_approach_fix,36.0,65.13,DTLA_LAX,final_approach_fix_arrival,33.9512385,-118.3586381,45.72
185,1686876709518,aircraft8,LAX_DTLA_waypoint_1,45.0,62.40999999999999,LAX_DTLA,climb_end,33.95019761,-118.3466731,106.68
186,1686876717036,aircraft9,LAX_hover_fix,0.0,64.83999999999999,DTLA_LAX,hover_fix_arrival,33.9478739,-118.3742032,15.0
187,1686876732036,aircraft9,LAX_FATO1,0.0,63.67999999999999,DTLA_LAX,landed,33.9477885,-118.3740864,0.0
188,1686876732037,aircraft9,LAX_FATO1,0.0,63.67999999999999,DTLA_LAX,ready_for_taxi_in,33.9477885,-118.3740864,0.0
189,1686876737518,aircraft8,LAX_DTLA_waypoint_2,56.0,61.97999999999999,LAX_DTLA,cruise,33.95238414,-118.3291335,274.32
190,1686876740036,aircraft10,DTLA_hover_fix,0.0,71.78999999999999,DTLA_LAX,hover_climb_end,34.04320262,-118.2695702,25.0
191,1686876754036,aircraft10,DTLA_departure_fix,18.0,71.22999999999999,DTLA_LAX,climb_transition_end,34.036295,-118.2773921,45.75
192,1686876759036,aircraft6,DTLA_hover_fix,0.0,67.71,LAX_DTLA,hover_fix_arrival,34.04320262,-118.2695702,25.0
193,1686876762554,aircraft9,LAX_PARK13,0.0,63.67999999999999,LAX_DTLA,parked,33.9473557083212,-118.374369297613,0.0
194,1686876762555,aircraft9,LAX_PARK13,0.0,63.67999999999999,LAX_DTLA,aircraft_allocation,33.9473557083212,-118.374369297613,0.0
195,1686876791036,aircraft10,DTLA_LAX_climb_waypoint,45.0,70.27999999999999,DTLA_LAX,climb_end,34.0279371,-118.2781647,160.0
196,1686876806518,aircraft8,LAX_DTLA_waypoint_3,67.0,60.72999999999999,LAX_DTLA,cruise,33.9583914,-118.2782469,274.32
197,1686876820036,aircraft10,DTLA_LAX_waypoint_1,56.0,69.91999999999999,DTLA_LAX,cruise,34.0138519,-118.2836578,274.32
198,1686876882554,aircraft9,LAX_PARK13,0.0,63.67999999999999,LAX_DTLA,pushback,33.9473557083212,-118.374369297613,0.0
199,1686876883036,aircraft6,DTLA_FATO1,0.0,57.64999999999999,LAX_DTLA,landed,34.0456252502567,-118.266982925834,203.3
200,1686876883037,aircraft6,DTLA_FATO1,0.0,57.64999999999999,LAX_DTLA,ready_for_taxi_in,34.0456252502567,-118.266982925834,203.3
201,1686876888036,aircraft10,DTLA_LAX_waypoint_2,67.0,68.90999999999998,DTLA_LAX,cruise,33.9728614,-118.2831428,274.32
202,1686876899518,aircraft8,LAX_DTLA_waypoint_4,67.0,59.04999999999999,LAX_DTLA,cruise,34.0144737,-118.277665,274.32
203,1686876909518,aircraft8,DTLA_holding_unit,67.0,58.86999999999999,LAX_DTLA,cruise,34.0198109,-118.2739834,274.32
